CountryID,Country,IndicatorName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
4,Afghanistan,Final consumption expenditure,"15,559,337,860","19,502,805,013","22,824,645,453","21,907,411,521","20,160,736,889","19,054,338,290","18,415,522,727","18,595,867,251","20,827,026,879","21,380,902,605","22,863,085,554","16,637,700,249","16,933,011,831","19,465,617,281"
4,Afghanistan,Household consumption expenditure (including Non-profit institutions serving households),"12,841,965,200","16,158,080,664","18,517,359,047","17,584,088,603","15,815,179,502","14,969,064,839","14,295,836,656","14,607,873,831","16,883,256,160","17,219,764,121","18,444,997,719","13,414,128,580","13,836,419,744","15,986,878,912"
4,Afghanistan,General government final consumption expenditure,"2,717,372,660","3,344,724,349","4,307,286,407","4,323,322,918","4,345,557,388","4,085,273,451","4,119,686,070","3,987,993,420","3,943,770,719","4,161,138,484","4,418,087,835","3,223,571,669","3,096,592,086","3,478,738,368"
4,Afghanistan,Gross capital formation,"1,989,911,170","2,372,606,536","3,013,380,605","2,985,914,824","2,795,861,226","2,711,462,733","2,331,711,615","2,640,511,428","2,689,518,829","2,434,403,828","2,289,180,422","1,968,902,934","2,362,752,283","2,487,353,149"
4,Afghanistan,Gross fixed capital formation (including Acquisitions less disposals of valuables),"1,989,911,170","2,372,606,536","3,013,380,605","2,985,914,824","2,795,861,226","2,711,462,733","2,331,711,615","2,640,511,428","2,689,518,829","2,434,403,828","2,289,180,422","1,968,902,934","2,362,752,283","2,487,353,149"
4,Afghanistan,Exports of goods and services,"2,343,234,541","2,015,377,883","2,503,510,470","3,029,988,907","3,093,255,193","3,270,651,053","3,324,496,757","4,178,085,648","2,944,148,648","2,376,328,727","2,082,393,750","2,174,408,239","2,605,366,600","2,753,935,188"
4,Afghanistan,Imports of goods and services,"4,747,913,912","5,967,689,182","8,547,130,674","8,018,905,912","6,549,392,384","6,336,878,372","5,886,742,740","6,432,580,951","7,733,529,739","6,819,276,722","7,251,651,514","5,620,090,866","7,726,136,314","8,290,169,214"
4,Afghanistan,Gross Domestic Product (GDP),"15,144,569,659","17,923,100,250","19,794,405,855","19,904,409,340","19,500,460,924","18,699,573,704","18,224,349,784","19,034,302,820","18,856,319,311","19,372,358,437","19,983,008,212","15,160,920,556","14,174,994,400","16,416,748,498"
4,Afghanistan,"Agriculture, hunting, forestry, fishing (ISIC A-B)","4,493,102,545","5,211,050,904","5,462,840,733","5,382,079,922","5,188,962,930","4,532,803,266","4,719,621,893","4,839,052,802","4,325,515,583","5,028,423,419","5,990,027,394","5,093,708,554","4,777,172,134","5,667,202,735"
4,Afghanistan,"Mining, Manufacturing, Utilities (ISIC C-E)","1,235,461,369","1,614,133,296","1,544,970,833","1,375,613,643","1,322,779,114","1,283,435,479","1,298,744,111","1,438,978,637","1,898,472,880","2,672,111,668","2,192,680,527","1,953,132,289","2,132,734,206","2,086,705,986"
4,Afghanistan,Manufacturing (ISIC D),"1,030,384,841","1,217,475,120","1,151,919,237","978,569,605","906,329,559","809,348,331","725,213,957","786,046,347","1,201,587,242","1,949,719,478","1,504,341,757","1,287,644,669","1,444,469,853","1,248,762,679"
4,Afghanistan,Construction (ISIC F),"642,056,152","665,769,049","701,619,107","686,516,583","700,346,079","698,470,978","591,298,569","618,983,897","656,262,761","446,734,348","395,640,416","210,889,234","142,405,277","133,339,401"
4,Afghanistan,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","1,491,504,184","1,812,688,048","2,255,267,261","2,242,102,848","2,172,341,877","2,233,704,010","2,039,871,140","2,248,199,280","2,147,226,880","1,806,462,106","1,642,014,793","1,278,561,041","1,153,073,827","1,810,290,408"
4,Afghanistan,"Transport, storage and communication (ISIC I)","1,649,004,233","1,807,136,926","2,128,753,108","2,186,522,080","1,914,311,475","1,769,949,312","1,582,007,262","1,601,223,975","1,605,561,732","1,816,072,658","2,017,420,593","1,324,994,715","1,245,113,054","1,324,491,814"
4,Afghanistan,Other Activities (ISIC J-P),"5,717,982,255","7,183,140,229","7,835,848,468","8,590,673,343","9,826,969,359","10,062,353,293","7,105,496,872","7,302,900,518","7,281,032,301","6,714,967,596","6,846,057,914","4,546,402,208","3,987,632,847","4,507,026,573"
4,Afghanistan,Total Value Added,"15,229,110,738","18,293,918,452","19,929,299,511","20,463,508,419","21,125,710,834","20,580,716,337","17,337,039,846","18,049,339,110","17,914,072,136","18,484,771,795","19,083,841,637","14,407,688,043","13,438,131,344","15,529,056,918"
8,Albania,Final consumption expenditure,"10,646,778,615","11,508,091,580","10,941,474,214","11,633,387,664","12,201,559,822","10,453,766,093","10,939,644,360","11,861,738,875","13,700,527,059","14,069,133,143","14,024,832,027","15,879,411,061","16,259,229,238","19,888,456,455"
8,Albania,Household consumption expenditure (including Non-profit institutions serving households),"9,316,045,156","10,093,434,549","9,605,409,941","10,224,745,913","10,686,694,444","9,188,611,350","9,602,970,780","10,364,685,978","11,989,883,244","12,321,490,506","12,228,274,275","13,744,165,379","14,333,776,631","17,342,322,023"
8,Albania,General government final consumption expenditure,"1,330,733,459","1,414,657,031","1,336,064,273","1,408,641,751","1,514,865,377","1,265,154,743","1,336,673,581","1,497,052,897","1,710,643,815","1,747,642,637","1,796,557,752","2,135,245,682","1,925,452,607","2,546,134,432"
8,Albania,Gross capital formation,"3,614,893,685","4,049,453,644","3,490,030,118","3,584,054,005","3,396,283,656","2,939,973,802","2,991,852,105","3,261,763,224","3,623,928,326","3,544,360,914","3,482,126,093","4,448,985,703","4,518,519,720","5,596,105,122"
8,Albania,Gross fixed capital formation (including Acquisitions less disposals of valuables),"3,390,641,737","3,785,527,979","3,263,361,090","3,331,984,259","3,195,743,269","2,779,925,109","2,890,331,675","3,199,781,696","3,616,723,900","3,436,651,216","3,434,284,399","4,366,740,726","4,518,519,720","5,596,105,122"
8,Albania,Changes in inventories,"224,251,948","263,925,666","226,669,029","252,069,746","200,540,387","160,048,692","101,520,430","61,981,528","7,204,426","107,709,697","47,841,694","82,244,977",,
8,Albania,Exports of goods and services,"3,337,089,894","3,769,451,993","3,565,050,339","3,694,417,325","3,732,053,470","3,104,896,992","3,437,122,661","4,110,293,871","4,785,183,699","4,821,429,059","3,435,536,125","5,613,910,355","7,073,860,671","9,104,535,744"
8,Albania,Imports of goods and services,"5,792,190,757","6,700,237,043","5,860,876,129","5,999,384,873","6,243,003,413","5,070,979,266","5,436,220,472","6,070,361,041","6,856,196,995","6,926,957,010","5,636,281,638","8,016,547,527","9,033,377,073","10,320,403,398"
8,Albania,Gross Domestic Product (GDP),"11,926,878,548","12,890,720,628","12,319,824,990","12,776,196,147","13,228,100,114","11,386,876,960","11,861,207,886","13,019,731,318","15,156,427,728","15,401,822,168","15,162,733,548","17,930,564,142","18,916,378,916","22,977,674,003"
8,Albania,"Agriculture, hunting, forestry, fishing (ISIC A-B)","2,141,583,015","2,349,571,753","2,312,038,884","2,499,688,493","2,644,330,679","2,252,343,967","2,354,447,510","2,476,624,685","2,793,252,410","2,832,292,984","2,915,069,419","3,291,715,601","3,522,763,470","4,197,328,707"
8,Albania,"Mining, Manufacturing, Utilities (ISIC C-E)","1,432,482,922","1,517,127,070","1,420,427,820","1,632,097,474","1,705,971,748","1,463,904,892","1,451,728,699","1,460,912,678","1,863,614,714","1,856,255,443","1,696,567,438","2,014,151,523","2,207,155,662","2,497,938,381"
8,Albania,Manufacturing (ISIC D),"650,270,036","729,860,665","568,489,844","646,452,529","704,507,016","645,804,411","674,240,490","801,774,139","929,583,986","963,568,289","933,423,401","1,103,656,986","1,236,498,027","1,355,650,144"
8,Albania,Construction (ISIC F),"1,541,794,683","1,639,096,428","1,403,098,112","1,314,271,744","1,139,249,147","1,014,292,708","1,055,955,857","1,189,689,337","1,361,581,023","1,319,547,939","1,353,345,313","1,705,900,116","1,839,891,273","2,363,259,416"
8,Albania,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","1,515,180,398","1,619,210,572","1,553,856,772","1,619,639,914","1,699,841,676","1,431,451,367","1,524,624,524","1,684,388,749","1,990,124,627","2,091,845,806","2,036,680,547","2,387,169,733","2,725,469,085","3,194,472,900"
8,Albania,"Transport, storage and communication (ISIC I)","883,522,658","963,838,612","904,978,085","760,636,263","767,253,508","686,044,432","729,023,501","818,343,409","932,497,241","964,498,282","884,922,988","1,093,786,945","1,195,484,871","1,427,235,045"
8,Albania,Other Activities (ISIC J-P),"2,852,186,909","3,121,934,669","3,079,501,467","3,318,812,015","3,589,073,758","3,152,835,386","3,285,193,226","3,742,760,705","4,315,418,985","4,399,264,211","4,409,233,739","5,101,191,187","5,036,133,310","6,407,602,089"
8,Albania,Total Value Added,"10,366,750,585","11,210,779,104","10,673,901,141","11,145,145,903","11,545,720,516","10,000,872,752","10,400,973,317","11,372,719,563","13,256,489,000","13,463,704,665","13,295,819,443","15,593,915,106","16,526,897,671","20,087,836,538"
12,Algeria,Final consumption expenditure,"83,097,969,846","103,696,510,707","109,684,113,910","112,849,091,074","120,060,948,870","103,854,566,587","101,466,438,562","104,632,051,545","103,673,989,217","110,666,173,916","105,833,259,418","115,088,463,536","122,061,029,291","143,925,046,044"
12,Algeria,Household consumption expenditure (including Non-profit institutions serving households),"55,327,180,143","62,357,632,168","67,207,417,719","72,696,219,150","77,746,353,321","68,068,871,664","68,035,513,137","72,397,971,519","73,488,065,509","77,760,547,997","75,959,726,906","82,644,420,819","87,008,504,400","103,081,652,308"
12,Algeria,General government final consumption expenditure,"27,770,789,703","41,338,878,539","42,476,696,191","40,152,871,924","42,314,595,549","35,785,694,923","33,430,925,425","32,234,080,026","30,185,923,707","32,905,625,919","29,873,532,511","32,444,042,718","35,052,524,890","40,843,393,737"
12,Algeria,Gross capital formation,"66,788,657,989","76,117,398,069","81,863,937,123","91,013,952,656","97,399,924,008","84,285,388,788","81,261,739,742","82,571,435,609","82,331,765,378","80,167,671,314","69,660,562,581","70,633,826,415","81,183,439,550","95,638,810,449"
12,Algeria,Gross fixed capital formation (including Acquisitions less disposals of valuables),"58,491,157,944","63,345,775,732","64,388,337,627","71,702,269,417","80,004,602,522","70,137,644,338","68,933,842,314","69,367,833,111","70,426,294,425","68,851,894,797","61,104,173,579","64,917,293,892","68,003,022,844","82,164,494,601"
12,Algeria,Changes in inventories,"8,297,500,044","12,771,622,337","17,475,599,496","19,311,683,239","17,395,321,487","14,147,744,450","12,327,897,427","13,203,602,497","11,905,470,953","11,315,776,518","8,556,389,002","5,716,532,523","13,180,416,706","13,474,315,848"
12,Algeria,Exports of goods and services,"61,975,420,549","77,581,317,710","77,123,040,533","69,659,422,390","64,611,489,633","38,460,337,092","33,403,117,359","38,496,792,539","45,233,753,184","40,746,808,590","27,772,676,492","49,787,898,582","69,082,757,807","61,256,566,724"
12,Algeria,Imports of goods and services,"50,654,742,078","57,376,123,473","59,612,008,449","63,767,462,869","68,262,383,031","60,621,173,676","56,097,083,963","55,603,295,155","56,328,613,777","52,193,123,817","44,291,499,672","49,278,512,170","46,688,770,076","53,194,262,048"
